,Unnamed: 0,Title,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space
476,476,3-комнатная квартира на продажу,68 м²,75 000 у.е.,3,2,5,Средний,Другое,"город Ташкент, Шайхантахурский район, массив Ибн Сина-1",0,0,1,0,0,0,0,0,1,1,0,0,0,0
477,477,4-комнатная квартира на продажу,126 м²,105 000 у.е.,4,9,9,No renovation,No material,"город Ташкент, Яшнободский район, Махтумкули",1,0,0,0,0,1,0,0,0,0,0,0,0,0
478,478,3-комнатная квартира на продажу,92 м²,87 999 у.е.,3,2,3,Средний,Кирпичный,"Ташкентская область, улица Минг терак",0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,479,2-комнатная квартира на продажу,55 м²,60 500 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Атчапар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,480,3-комнатная квартира на продажу,65 м²,62 000 у.е.,3,4,5,Требует ремонта,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Чаманзар, улица Учтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,481,1-комнатная квартира на продажу,38 м²,41 500 у.е.,1,1,5,Средний,Кирпичный,"город Ташкент, Янгихаётский район, 15-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,482,2-комнатная квартира на продажу,52 м²,35 000 у.е.,2,3,3,Евроремонт,Кирпичный,"Ташкентская область, Ангрен, 6-й квартал, улица Марифат",1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,483,2-комнатная квартира на продажу,55 м²,190 000 у.е.,2,6,7,Евроремонт,Кирпичный,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard, улица Фурката",1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,484,3-комнатная квартира на продажу,90 м²,99 000 у.е.,3,3,9,Средний,Монолитный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Жангох, улица Себзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,485,3-комнатная квартира на продажу,90 м²,90 000 у.е.,3,9,9,Евроремонт,Блочный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Янги Авайхон, улица Авайхон",1,1,1,1,0,1,1,0,1,1,1,0,0,1
486,486,3-комнатная квартира на продажу,73 м²,62 000 у.е.,3,4,16,Авторский проект,Монолитный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Файзли",1,0,0,0,0,0,0,0,0,0,0,0,0,0
487,487,2-комнатная квартира на продажу,62 м²,67 500 у.е.,2,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 12-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,488,3-комнатная квартира на продажу,75 м²,130 000 у.е.,3,8,8,Евроремонт,Другое,"город Ташкент, Яккасарайский район, махаллинский сход граждан Абдулла Каххар, улица Глинки",1,0,0,0,0,0,0,0,0,0,0,0,0,0
489,489,2-комнатная квартира на продажу,76 м²,75 000 у.е.,2,3,9,Средний,Монолитный,"город Ташкент, Алмазарский район, махаллинский сход граждан Орзу, улица Беруни",1,1,0,1,0,1,1,1,0,1,1,0,1,1
490,490,3-комнатная квартира на продажу,75 м²,135 000 у.е.,3,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аккурган, 1-й проезд Аккурган",0,0,1,1,1,1,1,1,1,1,0,0,0,0
491,491,1-комнатная квартира на продажу,24.45 м²,40 000 у.е.,1,1,2,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Авайхан, улица Гёте",0,0,0,0,0,0,1,0,0,0,0,0,0,0
492,492,4-комнатная квартира на продажу,130 м²,150 000 у.е.,4,6,7,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Чулпан, улица Махтумкули",1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,493,2-комнатная квартира на продажу,45 м²,69 000 у.е.,2,4,5,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кушчинор, улица Еттичинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,494,1-комнатная квартира на продажу,28 м²,39 500 у.е.,1,2,5,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Навнихол, улица Шахриабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,495,5-комнатная квартира на продажу,99 м²,95 000 у.е.,5,5,9,Средний,Блочный,"город Ташкент, Шайхантахурский район, массив Бельтепа",1,1,1,1,1,1,1,1,1,1,1,0,0,1
496,496,4-комнатная квартира на продажу,146 м²,139 000 у.е.,4,1,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, 1-й квартал, улица Темирчи",0,1,0,0,0,1,1,0,0,1,1,0,0,0
497,497,4-комнатная квартира на продажу,120 м²,169 900 у.е.,4,1,5,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Шайхонтохур, проезд Лабзак",0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,498,4-комнатная квартира на продажу,84 м²,99 000 у.е.,4,4,4,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Кохата, улица Зульфияханум",0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,499,3-комнатная квартира на продажу,85 м²,145 000 у.е.,3,1,3,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Афрасиаб, улица Якуба Коласа",0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,500,4-комнатная квартира на продажу,112 м²,158 000 у.е.,4,4,10,Авторский проект,Кирпичный,"город Ташкент, Бектемирский район, массив Тараккиёт, улица Яшнабод",1,1,1,1,1,1,1,1,1,1,1,1,1,1
501,501,3-комнатная квартира на продажу,56 м²,75 000 у.е.,3,6,7,Средний,Кирпичный,"город Ташкент, Сергелийский район, населённый пункт Файзли, 2-й тупик Янги Хаёт",1,1,0,0,0,1,1,1,1,0,0,0,0,1
502,502,2-комнатная квартира на продажу,65 м²,84 999 у.е.,2,9,10,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, квартал Е",1,1,1,1,0,1,1,1,1,1,1,0,0,1
503,503,3-комнатная квартира на продажу,70 м²,120 000 у.е.,3,1,4,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, массив Джангох",0,0,0,0,0,1,0,0,1,1,1,0,1,1
504,504,5-комнатная квартира на продажу,100 м²,110 000 у.е.,5,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, массив Куйлюк-Центр, улица Тантана",1,1,0,0,1,1,1,0,1,1,1,1,0,1
505,505,4-комнатная квартира на продажу,92 м²,72 500 у.е.,4,5,5,Евроремонт,Монолитный,"город Ташкент, Сергелийский район, махаллинский сход граждан Шукрона",0,1,1,0,1,1,1,1,1,1,0,0,0,0
506,506,3-комнатная квартира на продажу,55 м²,50 000 у.е.,3,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, Izzat turar-joy majmuasi, улица Иззат",1,0,0,0,0,0,0,0,0,0,0,0,0,0
507,507,3-комнатная квартира на продажу,71 м²,148 000 у.е.,3,6,8,Евроремонт,Другое,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алмачи, 2-й Паркентский проезд",1,0,0,0,0,0,0,0,0,0,0,0,0,0
508,508,4-комнатная квартира на продажу,83 м²,92 000 у.е.,4,1,5,Средний,Панельный,"город Ташкент, Алмазарский район, массив Ходжаева",0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,509,3-комнатная квартира на продажу,67 м²,75 000 у.е.,3,4,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, квартал Г9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,510,4-комнатная квартира на продажу,96 м²,109 000 у.е.,4,2,9,Средний,Монолитный,"город Ташкент, Учтепинский район, массив Изза",1,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,3-комнатная квартира на продажу,66 м²,115 000 у.е.,3,4,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,512,2-комнатная квартира на продажу,52 м²,83 500 у.е.,2,2,5,Требует ремонта,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Сарабустан",0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,513,3-комнатная квартира на продажу,77 м²,150 000 у.е.,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мовароуннахр, улица Садыка Азимова",0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,514,2-комнатная квартира на продажу,60 м²,110 000 у.е.,2,2,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Тафаккур",1,0,0,0,0,0,0,0,0,0,0,0,0,0
515,515,2-комнатная квартира на продажу,50 м²,90 000 у.е.,2,2,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, проспект Шарафа Рашидова",0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,516,1-комнатная квартира на продажу,45 м²,53 000 у.е.,1,3,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Асака, 2-й тупик Дархан",0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,517,2-комнатная квартира на продажу,49 м²,35 000 у.е.,2,8,9,Средний,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Янгизамон",1,0,0,0,0,1,0,0,0,0,0,0,0,0
